network	station_id	station_name	station_type	owner	lat	lon
NOAA CO-OPS	9491094	Red Dog Dock	meteorology,water_level,water_temperature	NOAA CO-OPS	67.575806	-164.06439
NOAA CO-OPS	9497645	Prudhoe Bay	meteorology,water_level,water_temperature	NOAA CO-OPS	70.41139	-148.53166
NOAA CO-OPS	9751364	Christiansted Harbor, St Croix	meteorology,water_level,water_temperature	NOAA CO-OPS	17.747694	-64.69839
NOAA CO-OPS	9751381	Lameshur Bay, St John	meteorology,water_level,water_temperature	NOAA CO-OPS	18.31825	-64.72422
NOAA CO-OPS	9751401	Limetree Bay	meteorology,water_level,water_temperature	NOAA CO-OPS	17.6947	-64.7538
NOAA CO-OPS	9751639	Charlotte Amalie	meteorology,water_level,water_temperature	NOAA CO-OPS	18.330584	-64.925804
NOAA CO-OPS	9752235	Culebra	meteorology,water_level,water_temperature	NOAA CO-OPS	18.300861	-65.302475
NOAA CO-OPS	9752695	Esperanza, Vieques Island	meteorology,water_level,water_temperature	NOAA CO-OPS	18.09386	-65.47136
NOAA CO-OPS	9753216	Fajardo	water_level,water_temperature	NOAA CO-OPS	18.335278	-65.63111
NOAA CO-OPS	9755371	San Juan, La Puntilla, San Juan Bay	meteorology,water_level,water_temperature	NOAA CO-OPS	18.458944	-66.11642
NOAA CO-OPS	9755968	Salinas, Bahia de Jobos	water_level,water_temperature	NOAA CO-OPS	17.949083	-66.225945
NOAA CO-OPS	9757112	Caja de Muertos	water_temperature	NOAA CO-OPS	17.8875	-66.52805
NOAA CO-OPS	9758066	Guayanilla, Bahia de Guayanilla	water_level,water_temperature	NOAA CO-OPS	18.005861	-66.76661
NOAA CO-OPS	9759110	Magueyes Island	meteorology,water_level,water_temperature	NOAA CO-OPS	17.970112	-67.04639
NOAA CO-OPS	9759394	Mayaguez	meteorology,water_level,water_temperature	NOAA CO-OPS	18.218834	-67.162445
NOAA CO-OPS	9759938	Mona Island	meteorology,water_level,water_temperature	NOAA CO-OPS	18.089289	-67.93821
NOAA CO-OPS	1612401	Pearl Harbor	meteorology,water_level	NOAA CO-OPS	21.3675	-157.9639
NOAA CO-OPS	1631428	Pago Bay, Guam	meteorology,water_level	NOAA CO-OPS	13.428333	144.79889
NOAA CO-OPS	8443970	Boston	meteorology,water_level	NOAA CO-OPS	42.35389	-71.05028
NOAA CO-OPS	8444069	Castle Island, North of	meteorology	NOAA CO-OPS	42.340862	-71.01234
NOAA CO-OPS	8447387	Borden Flats Light at Fall River	meteorology	NOAA CO-OPS	41.705	-71.1733
NOAA CO-OPS	8447412	Fall River Visibility	meteorology	NOAA CO-OPS	41.695835	-71.17983
NOAA CO-OPS	8447627	New Bedford, Barrier Gate	meteorology	NOAA CO-OPS	41.624443	-70.90544
NOAA CO-OPS	8452314	Sandy Point Visibility, Prudence Island	meteorology	NOAA CO-OPS	41.605118	-71.30424
NOAA CO-OPS	8452951	Potter Cove, Prudence Island	meteorology	NOAA CO-OPS	41.637165	-71.33928
NOAA CO-OPS	8453662	Providence Visibility	meteorology	NOAA CO-OPS	41.785694	-71.38308
NOAA CO-OPS	8454123	Port of Davisville	meteorology	NOAA CO-OPS	41.61122	-71.41031
NOAA CO-OPS	8519532	Mariners Harbor	meteorology	NOAA CO-OPS	40.6383	-74.16
NOAA CO-OPS	8530973	Robbins Reef	meteorology	NOAA CO-OPS	40.658375	-74.06473
NOAA CO-OPS	8551762	Delaware City	meteorology,water_level	NOAA CO-OPS	39.582195	-75.588974
NOAA CO-OPS	8555889	Brandywine Shoal Light	meteorology,water_level	NOAA CO-OPS	38.986668	-75.113335
NOAA CO-OPS	8574728	Francis Scott Key Bridge	meteorology	NOAA CO-OPS	39.22	-76.5283
NOAA CO-OPS	8574831	Brewerton Ch Range Front Light	meteorology	NOAA CO-OPS	39.205307	-76.52394
NOAA CO-OPS	8575437	Chesapeake Bay Bridge Visibility	meteorology	NOAA CO-OPS	38.994804	-76.38811
NOAA CO-OPS	8577018	Cove Point LNG Pier	meteorology	NOAA CO-OPS	38.40436	-76.3855
NOAA CO-OPS	8578240	Piney Point	meteorology	NOAA CO-OPS	38.133335	-76.53333
NOAA CO-OPS	8632837	Rappahannock Light	meteorology	NOAA CO-OPS	37.5383	-76.015
NOAA CO-OPS	8638511	Dominion Terminal Associates	meteorology	NOAA CO-OPS	36.962334	-76.424225
NOAA CO-OPS	8638595	South Craney Island	meteorology	NOAA CO-OPS	36.8883	-76.3383
NOAA CO-OPS	8638614	Willoughby Degaussing Station	meteorology	NOAA CO-OPS	36.9817	-76.3217
NOAA CO-OPS	8638901	CBBT, Chesapeake Channel	meteorology,water_level	NOAA CO-OPS	37.0329	-76.0833
NOAA CO-OPS	8638999	Cape Henry	meteorology	NOAA CO-OPS	36.93	-76.00667
NOAA CO-OPS	8679598	Kings Bay MSF Pier	meteorology,water_level	NOAA CO-OPS	30.7781	-81.4914
NOAA CO-OPS	8720030	Fernandina Beach	meteorology,water_level	NOAA CO-OPS	30.671356	-81.46584
NOAA CO-OPS	8720215	Navy Fuel Depot	meteorology	NOAA CO-OPS	30.4	-81.6267
NOAA CO-OPS	8720228	Little Jetties Visibility	meteorology	NOAA CO-OPS	30.37936	-81.44603
NOAA CO-OPS	8720233	Blount Island Command	meteorology	NOAA CO-OPS	30.392584	-81.52253
NOAA CO-OPS	8720357	I-295 Buckman Bridge	meteorology,water_level	NOAA CO-OPS	30.192417	-81.68889
NOAA CO-OPS	8726412	Middle Tampa Bay	meteorology	NOAA CO-OPS	27.66175	-82.599525
NOAA CO-OPS	8726504	Cut D Channel, Inbound Rear Range	meteorology	NOAA CO-OPS	27.753584	-82.513695
NOAA CO-OPS	8726679	East Bay Causeway	meteorology	NOAA CO-OPS	27.928888	-82.42575
NOAA CO-OPS	8726694	TPA Cruise Terminal 2	meteorology	NOAA CO-OPS	27.942972	-82.44586
NOAA CO-OPS	8734383	Fort Morgan	meteorology	NOAA CO-OPS	30.234333	-87.99358
NOAA CO-OPS	8734536	E Range Front Light Visibility	meteorology	NOAA CO-OPS	30.440027	-88.00955
NOAA CO-OPS	8736163	Middle Bay Port Visibility,  Mobile Bay	meteorology	NOAA CO-OPS	30.527111	-88.086555
NOAA CO-OPS	8737005	Pinto Island Visibility	meteorology	NOAA CO-OPS	30.671194	-88.031
NOAA CO-OPS	8741003	Petit Bois Island, Port of Pascagoula	meteorology	NOAA CO-OPS	30.213306	-88.5
NOAA CO-OPS	8762075	Port Fourchon, Belle Pass	meteorology,water_level	NOAA CO-OPS	29.1142	-90.1993
NOAA CO-OPS	8775223	Harbor Island Visibility	meteorology	NOAA CO-OPS	27.844028	-97.06956
NOAA CO-OPS	8775236	UTMSI Visibility	meteorology	NOAA CO-OPS	27.838388	-97.05214
NOAA CO-OPS	8775285	Tule Lake Visibility	meteorology	NOAA CO-OPS	27.819445	-97.45375
NOAA CO-OPS	8775302	Texas State Aquarium Visibility	meteorology	NOAA CO-OPS	27.8125	-97.38861
NOAA CO-OPS	9014090	Mouth of the Black River	meteorology,water_level	NOAA CO-OPS	42.9738	-82.4204
NOAA CO-OPS	9014098	Fort Gratiot	meteorology,water_level	NOAA CO-OPS	43.0069	-82.4225
NOAA CO-OPS	9052030	Oswego	meteorology,water_level	NOAA CO-OPS	43.46417	-76.51183
NOAA CO-OPS	9052058	Rochester	meteorology,water_level	NOAA CO-OPS	43.26903	-77.62575
NOAA CO-OPS	9063012	Niagara Intake	meteorology,water_level	NOAA CO-OPS	43.07689	-79.01403
NOAA CO-OPS	9063028	Sturgeon Point	meteorology,water_level	NOAA CO-OPS	42.691307	-79.04733
NOAA CO-OPS	9087023	Ludington	meteorology,water_level	NOAA CO-OPS	43.94736	-86.4415
NOAA CO-OPS	9087044	Calumet Harbor	meteorology,water_level	NOAA CO-OPS	41.72972	-87.53833
NOAA CO-OPS	9087069	Kewaunee MET	meteorology	NOAA CO-OPS	44.465	-87.495834
NOAA CO-OPS	9087077	Green Bay East	meteorology,water_level	NOAA CO-OPS	44.539024	-88.00106
NOAA CO-OPS	9099004	Point Iroquois	meteorology,water_level	NOAA CO-OPS	46.484444	-84.63084
NOAA CO-OPS	9099018	Marquette C.G.	meteorology,water_level	NOAA CO-OPS	46.545555	-87.37861
NOAA CO-OPS	9410647	Angels Gate	meteorology	NOAA CO-OPS	33.71583	-118.24611
NOAA CO-OPS	9410665	Long Beach Pier J	meteorology	NOAA CO-OPS	33.733	-118.18569
NOAA CO-OPS	9410666	Los Angeles Pier 400	meteorology	NOAA CO-OPS	33.735195	-118.2413
NOAA CO-OPS	9410670	Long Beach Pier F	meteorology	NOAA CO-OPS	33.746307	-118.215614
NOAA CO-OPS	9410690	Los Angeles Berth 161	meteorology	NOAA CO-OPS	33.76361	-118.26542
NOAA CO-OPS	9410691	Los Angeles Badger Avenue Bridge	meteorology	NOAA CO-OPS	33.766304	-118.24011
NOAA CO-OPS	9410692	Long Beach Pier S	meteorology	NOAA CO-OPS	33.768307	-118.22569
NOAA CO-OPS	9411340	Santa Barbara	meteorology,water_level	NOAA CO-OPS	34.40459	-119.6925
NOAA CO-OPS	9414296	Pier 17 Visibility, San Francisco Bay	meteorology	NOAA CO-OPS	37.803055	-122.39711
NOAA CO-OPS	9414311	San Francisco Pier 1	meteorology	NOAA CO-OPS	37.798	-122.392975
NOAA CO-OPS	9414763	Oakland Berth 67	meteorology	NOAA CO-OPS	37.795	-122.283
NOAA CO-OPS	9414769	Oakland Middle Harbor	meteorology	NOAA CO-OPS	37.8	-122.33
NOAA CO-OPS	9414776	Oakland Berth 34	meteorology	NOAA CO-OPS	37.81061	-122.333115
NOAA CO-OPS	9414797	Oakland Berth 38 Visibility	meteorology	NOAA CO-OPS	37.804443	-122.34167
NOAA CO-OPS	9414847	Point Potrero Richmond	meteorology	NOAA CO-OPS	37.905804	-122.36503
NOAA CO-OPS	9415115	Pittsburg, Suisun Bay	meteorology	NOAA CO-OPS	38.041557	-121.886665
NOAA CO-OPS	9415118	Union Pacific Rail Road Bridge	meteorology	NOAA CO-OPS	38.038277	-122.12053
NOAA CO-OPS	9415141	Davis Point	meteorology	NOAA CO-OPS	38.056694	-122.25961
NOAA CO-OPS	9418768	North Jetty Landing, Humboldt Bay	meteorology	NOAA CO-OPS	40.768917	-124.23889
NOAA CO-OPS	9435372	Yaquina Bay, Highway Bridge	meteorology	NOAA CO-OPS	44.621834	-124.05925
NOAA CO-OPS	9435373	McLean Point Turning Basin	meteorology	NOAA CO-OPS	44.622196	-124.03078
NOAA CO-OPS	9440357	TEMCO Kalama Terminal	meteorology,water_level	NOAA CO-OPS	45.9867	-122.8367
NOAA CO-OPS	9445958	Bremerton	meteorology,water_level	NOAA CO-OPS	47.5617	-122.623
NOAA CO-OPS	9446482	Tacoma MET	meteorology	NOAA CO-OPS	47.275833	-122.41778
NOAA CO-OPS	9449419	Cherry Point South Dock	meteorology	NOAA CO-OPS	48.86	-122.757
NOAA CO-OPS	9449427	Cherry Point North Dock	meteorology	NOAA CO-OPS	48.864307	-122.76425
NOAA CO-OPS	9462450	Nikolski	meteorology,water_level	NOAA CO-OPS	52.94061	-168.8713
NOAA CO-OPS	8447636	New Bedford Harbor	water_level	NOAA CO-OPS	41.6212	-70.9137
NOAA CO-OPS	8636580	Windmill Point	water_level	NOAA CO-OPS	37.6155	-76.28978
NOAA CO-OPS	8720226	Southbank Riverwalk, St Johns River	water_level	NOAA CO-OPS	30.32	-81.6583
NOAA CO-OPS	8725114	Naples Bay, North	water_level	NOAA CO-OPS	26.1367	-81.7883
NOAA CO-OPS	8735391	Dog River Bridge	water_level	NOAA CO-OPS	30.5652	-88.088
NOAA CO-OPS	8735523	East Fowl River Bridge	water_level	NOAA CO-OPS	30.4437	-88.1139
NOAA CO-OPS	8737138	Chickasaw Creek	water_level	NOAA CO-OPS	30.7819	-88.0736
NOAA CO-OPS	8738043	West Fowl River Bridge	water_level	NOAA CO-OPS	30.3766	-88.1586
NOAA CO-OPS	8739803	Bayou La Batre Bridge	water_level	NOAA CO-OPS	30.4057	-88.2477
NOAA CO-OPS	8770520	Rainbow Bridge	water_level	NOAA CO-OPS	29.98	-93.8817
NOAA CO-OPS	8771367	Sabine Offshore Light	water_level	NOAA CO-OPS	29.469	-93.72
NOAA CO-OPS	8772985	Sargent	water_level	NOAA CO-OPS	28.771639	-95.61684
NOAA CO-OPS	9014080	St. Clair State Police	water_level	NOAA CO-OPS	42.81222	-82.48556
NOAA CO-OPS	9014087	Dry Dock	water_level	NOAA CO-OPS	42.94528	-82.44334
NOAA CO-OPS	9034052	St Clair Shores	water_level	NOAA CO-OPS	42.47322	-82.87925
NOAA CO-OPS	9044020	Gibraltar	water_level	NOAA CO-OPS	42.090862	-83.186
NOAA CO-OPS	9044030	Wyandotte	water_level	NOAA CO-OPS	42.202305	-83.1475
NOAA CO-OPS	9044036	Fort Wayne	water_level	NOAA CO-OPS	42.298912	-83.092636
NOAA CO-OPS	9044049	Windmill Point	water_level	NOAA CO-OPS	42.357777	-82.92995
NOAA CO-OPS	9052076	Olcott	water_level	NOAA CO-OPS	43.33839	-78.72733
NOAA CO-OPS	9063007	Ashland Ave	water_level	NOAA CO-OPS	43.09992	-79.05991
NOAA CO-OPS	9063009	American Falls	water_level	NOAA CO-OPS	43.08106	-79.06136
NOAA CO-OPS	9063038	Erie, Lake Erie	water_level	NOAA CO-OPS	42.15389	-80.075836
NOAA CO-OPS	9063090	Fermi Power Plant	water_level	NOAA CO-OPS	41.96	-83.25667
NOAA CO-OPS	9075002	Lakeport	water_level	NOAA CO-OPS	43.141693	-82.49331
NOAA CO-OPS	9075035	Essexville	water_level	NOAA CO-OPS	43.6404	-83.8468
NOAA CO-OPS	9076060	U.S. Slip	water_level	NOAA CO-OPS	46.500805	-84.34036
NOAA CO-OPS	9087057	Milwaukee	water_level	NOAA CO-OPS	43.001972	-87.88764
NOAA CO-OPS	9087068	Kewaunee, Lake Michigan	water_level	NOAA CO-OPS	44.46389	-87.50103
NOAA CO-OPS	9087072	Sturgeon Bay Canal	water_level	NOAA CO-OPS	44.794693	-87.31392
NOAA CO-OPS	9099044	Ontonagon	water_level	NOAA CO-OPS	46.874443	-89.324165
NOAA CO-OPS	9410678	Long Beach Fire Boat Pier	water_level	NOAA CO-OPS	33.7478	-118.2158
NOAA CO-OPS	9416131	Port of West Sacramento, Washington Lake	water_level	NOAA CO-OPS	38.56225	-121.5463
NOAA CO-OPS	9437540	Garibaldi	water_level	NOAA CO-OPS	45.55453	-123.918945
NOAA CO-OPS	9439099	Wauna	water_level	NOAA CO-OPS	46.16	-123.405
NOAA CO-OPS	9439201	St Helens	water_level	NOAA CO-OPS	45.865	-122.797
NOAA CO-OPS	9440083	Vancouver	water_level	NOAA CO-OPS	45.631172	-122.69577
NOAA CO-OPS	9440569	Skamokawa	water_level	NOAA CO-OPS	46.270306	-123.4565
NOAA CO-OPS	9440581	Cape Disappointment	water_level	NOAA CO-OPS	46.28103	-124.04628
NOAA CO-OPS	9455090	Seward	water_level	NOAA CO-OPS	60.1193	-149.42812
NOAA CO-OPS	9752621	Isabel Segunda, Vieques Island	water_level	NOAA CO-OPS	18.152527	-65.4438
NOAA CO-OPS	9754229	Yabucoa Harbor	water_level	NOAA CO-OPS	18.055084	-65.833
NOAA CO-OPS	9757811	Arecibo	water_level	NOAA CO-OPS	18.480528	-66.70236
NOAA CO-OPS	9759413	Aguadilla, Crashboat Beach	water_level	NOAA CO-OPS	18.456638	-67.16458
