network	station_id	station_name	station_type	owner	lat	lon
NDBC	0y2w3	Sturgeon Bay CG Station, WI	Weather Station	CG	44.794	-87.313
NDBC	13001	NE Extension	Atlas Buoy	PR	12.0	-23.0
NDBC	13002	NE Extension	Atlas Buoy	PR	21.0	-23.0
NDBC	13008	Reggae	Atlas Buoy	PR	15.0	-38.0
NDBC	13009	Lambada	Atlas Buoy	PR	8.0	-38.0
NDBC	13010	Soul	Atlas Buoy	PR	0.0	0.0
NDBC	14040		Atlas Buoy	RM	-8.0	67.0
NDBC	14041		Atlas Buoy	RM	-8.0	55.0
NDBC	14043		Atlas Buoy	RM	-12.0	67.0
NDBC	14047		Atlas Buoy	RM	-4.0	57.0
NDBC	14048		Atlas Buoy	RM	-8.0	65.0
NDBC	14049		Atlas Buoy	RM	-12.0	65.0
NDBC	15001	Gavotte	Atlas Buoy	PR	-10.0	-10.0
NDBC	15002	Java	Atlas Buoy	PR	0.0	-10.0
NDBC	15006	Valse	Atlas Buoy	PR	-6.0	-10.0
NDBC	15007	SE Extension	Atlas Buoy	PR	-6.0	8.0
NDBC	15008			PR	-20.0	-10.0
NDBC	15009			PR	0.0	-3.051
NDBC	1801583	SD 1063 - 24 NM SSW of San Francisco, CA (Site of 46012)	Uncrewed Surface Vehicle	N	37.356	-122.881
NDBC	1801589	SD 1073 - 24 NM SSW of San Francisco, CA (Site of 46012)	Uncrewed Surface Vehicle	N	37.356	-122.881
NDBC	1801593	SD 1077 - 24 NM SSW of San Francisco, CA (Site of 46012)	Uncrewed Surface Vehicle	N	37.356	-122.881
NDBC	18ci3	Michigan City CG Station, IN	Weather Station	CG	41.73	-86.91
NDBC	20cm4	St. Joseph CG Station, MI	Weather Station	CG	42.09	-86.49
NDBC	21178	South of Shikoku	Buoy	JM	33.12	133.62
NDBC	21346	21346  380km East of Iwate, Japan	STB - SAIC Tsunami Buoy	JM	40.302	146.192
NDBC	21347	21347  320km East of Iwate, Japan	STB - SAIC Tsunami Buoy	JM	39.601	145.799
NDBC	21348	21348   350km East of Miyagi, Japan	STB - SAIC Tsunami Buoy	JM	38.816	145.595
NDBC	21401	250NM Southeast of Iturup Island	STB - SAIC Tsunami Buoy	HY	42.617	152.583
NDBC	21402	286NM East of Simushir Island	ETD	HY	46.488	158.343
NDBC	21413	SOUTHEAST TOKYO - 700NM ESE of Tokyo, JP	2.6-meter discus buoy	N	30.487	152.124
NDBC	21414	AMCHITKA - 170 NM South of Amchitka, AK	2.6-meter discus buoy	N	48.977	178.199
NDBC	21415	ATTU - 175 NM South of Attu, AK	2.6-meter discus buoy	N	50.12	171.867
NDBC	21416	KAMCHATKA PENINSULA - 240NM SE of Kamchatka Peninsula, RU	2.6-meter discus buoy	N	48.126	163.355
NDBC	21417	290NM SE of the Kuril Islands	2.6-meter discus buoy	N	43.192	157.142
NDBC	21418	NORTHEAST TOKYO - 450 NM NE of Tokyo, JP	2.6-meter discus buoy	N	38.84	148.753
NDBC	21419	KURIL ISLANDS - 209NM SE of Kuril Is.	2.6-meter discus buoy	N	44.401	155.653
NDBC	21420	SOUTHEAST MIYAZAKI - 260NM Southeast of Miyazaki	2.6-meter discus buoy	N	28.98	134.973
NDBC	21595	Drifter	Drifting Buoy	JM	36.7	-132.167
NDBC	21597	Drifter	Drifting Buoy	JM	32.8	155.2
NDBC	21598	Drifter	Drifting Buoy	JM	31.3	152.7
NDBC	21600	Drifter	Drifting Buoy	JM	40.7	154.5
NDBC	21636	Drifter	Drifting Buoy	JM	31.5	127.4
NDBC	21637	Drifter	Drifting Buoy	JM	29.3	141.25
NDBC	21640	Drifter	Drifting Buoy	JM	28.3	135.5
NDBC	21707		Drifting Buoy	JM	25.0	136.0
NDBC	21d13	SOUTHEAST TOKYO - 700NM ESE of Tokyo, JP	2.6-meter discus buoy	N	30.514	152.123
NDBC	21d20	Adrift buoy from 21420	2.6 meter DART buoy	N	28.91	134.999
NDBC	22101		Buoy	KO	37.23	126.02
NDBC	22102		Buoy	KO	34.8	125.77
NDBC	22103		Buoy	KO	34.0	127.5
NDBC	22104		Buoy	KO	34.77	128.9
NDBC	22105		Buoy	KO	37.53	130.0
NDBC	22106		Buoy	KO	36.35	129.78
NDBC	22107		Buoy	KO	33.08	126.03
NDBC	22108		Buoy	KO	36.25	125.75
NDBC	23001		Atlas Buoy	RM	0.0	81.0
NDBC	23003		Atlas Buoy	RM	-2.0	81.0
NDBC	23004		Atlas Buoy	RM	0.0	90.0
NDBC	23006		Atlas Buoy	RM	4.0	90.0
NDBC	23007		Atlas Buoy	RM	8.0	90.0
NDBC	23008		Atlas Buoy	RM	12.0	90.0
NDBC	23009		Atlas Buoy	RM	15.0	90.0
NDBC	23010		Atlas Buoy	RM	-4.0	81.0
NDBC	23011		Atlas Buoy	RM	15.0	65.0
NDBC	23012		Atlas Buoy	RM	8.0	67.0
NDBC	23013		Atlas Buoy	RM	4.0	67.0
NDBC	23014		Atlas Buoy	RM	2.0	67.0
NDBC	23015		Atlas Buoy	RM	0.0	67.0
NDBC	23016		Atlas Buoy	RM	-2.0	67.0
NDBC	23017		Atlas Buoy	RM	-4.0	67.0
NDBC	23019		Atlas Buoy	RM	-4.0	65.0
NDBC	23020	Red Sea	Buoy	KA	22.162	38.5
NDBC	23217	Bay of Bengal IN3	STB - SAIC Tsunami Buoy	IS	3.798	91.701
NDBC	23218	Bay of Bengal IN4	Indian Tsunami Buoy	OT	10.165	88.5
NDBC	23219	Bay of Bengal	STB - SAIC Tsunami Buoy	IS	13.472	88.998
NDBC	23220	Bay of Bengal	Indian Tsunami Buoy	OT	14.433	89.333
NDBC	23223	Bay of Bengal	Indian Tsunami Buoy	OT	17.333	89.483
NDBC	23225		STB - SAIC Tsunami Buoy	OT	18.63	67.18
NDBC	23226	Arabian Sea	Indian Tsunami Buoy	OT	20.2	67.333
NDBC	23227	Bay of Bengal	STB - SAIC Tsunami Buoy	IS	6.265	88.653
NDBC	23228	Arabian Sea	STB - SAIC Tsunami Buoy	IS	20.764	65.284
NDBC	23401	BAY OF BENGAL - 600 NM WNW of Phuket, Thailand	STB - SAIC Tsunami Buoy	TH	8.86	88.55
NDBC	23461	ANDAMAN SEA - 180 NM NW of Phuket, Thailand	ETD	TH	9.534	95.669
NDBC	28401	Kuroshio Extension Observatory (KEO)	Buoy	PM	32.384	144.54
NDBC	31001	Samba	Atlas Buoy	PR	0.0	-35.0
NDBC	31002	Frevo	Atlas Buoy	PR	4.0	-38.0
NDBC	31003	Para?ba	Atlas Buoy	PR	-8.0	-30.0
NDBC	31004	Salvador	Atlas Buoy	PR	-14.0	-32.0
NDBC	31005	Espirito Santo	Atlas Buoy	PR	-19.0	-34.0
NDBC	31006	NE Extension	Atlas Buoy	PR	4.0	-23.0
NDBC	31007	Jazz	Atlas Buoy	PR	0.0	-23.0
NDBC	31051	Santos	Buoy	HC	-25.283	-44.933
NDBC	31052	RECIFE	Buoy	HC	-8.15	-34.567
NDBC	31053	RIO GRANDE DO SUL	Buoy	HC	-32.595	-51.353
NDBC	31201	Floripa, Brazil (109)	Waverider Buoy	R	-27.705	-48.134
NDBC	31260		Buoy	HC	-23.031	-43.088
NDBC	31261		Buoy	IP	-31.538	-49.862
NDBC	31478		Buoy	IP	-22.882	-43.132
NDBC	32012	Woods Hole Stratus Wave Station	2.4-meter discus buoy	WH	-19.425	-85.078
NDBC	3202520	San Cristobal - Galapagos (B1-S)	2.4-meter foam hull buoy	IR	-4.148	-89.008
NDBC	3202521	Isabela - Galapagos (B2-W)	2.4-meter foam hull buoy	IR	-0.525	-81.386
NDBC	32066	Ecuador INOCAR	2.6-meter discus buoy	IR	-1.136	-81.765
NDBC	32067	ECUADOR INOCAR	2.6-meter discus buoy	IR	0.641	-81.262
NDBC	32068	Manta - 58 NM West of Manta, Ecuador	2.4-meter foam hull buoy	IR	-0.891	-81.637
NDBC	32069	Esmeraldas - 71 NM West of Pedernales, Ecuador	2.4-meter foam hull buoy	IR	0.278	-81.185
NDBC	32301		3-meter discus buoy	N	-9.9	-105.2
NDBC	32302		3-meter discus buoy	N	-18.0	-85.1
NDBC	32401	180 NM West of Iquique, Chile	2.6-meter discus buoy	E	-20.611	-73.394
NDBC	32402	180 NM  West of Caldera, Chile	2.6-meter discus buoy	E	-26.743	-73.983
NDBC	32403	91NM West of Antofagasta, Chile	Buoy	CD	-23.163	-72.037
NDBC	32404	120 NM NW of Valparaiso	Buoy	CD	-32.13	-73.797
NDBC	32411	WEST PANAMA - 710 NM WSW of Panama City, Panama	2.6-meter discus buoy	N	4.979	-90.793
NDBC	32412	SOUTHWEST LIMA - 645 NM SW of Lima, Peru	2.6-meter discus buoy	N	-17.984	-86.374
NDBC	32413	NORTHWEST LIMA - 1000 NM WNW of Lima, Peru	2.6-meter discus buoy	N	-7.432	-93.464
NDBC	32487	Buenaventura, Colombia	Offshore Buoy	DC	3.517	-77.737
NDBC	32488	Bahia Solano, Colombia	Offshore Buoy	DC	6.258	-77.511
NDBC	32489	Colombia   121NM SW of Buenaventura, Colombia	2.6-meter discus buoy	DA	2.998	-79.101
NDBC	32st0	Stratus	Ocean Reference Station	WH	-22.0	-85.0
NDBC	34002	OOI Southern Ocean Buoy	Moored Buoy	OO	-55.0	-90.0
NDBC	34420	119NM NW of Concepcion, Chile	Buoy	CD	-35.758	-75.243
NDBC	41001	EAST HATTERAS - 150 NM East of Cape Hatteras	3-meter foam buoy	N	34.738	-72.503
NDBC	41002	SOUTH HATTERAS - 225 NM South of Cape Hatteras	3-meter foam buoy	N	31.743	-74.955
NDBC	41003		6-meter NOMAD buoy	N	30.4	-80.1
NDBC	41004	EDISTO - 41 NM Southeast of Charleston, SC	3-meter foam buoy	N	32.502	-79.099
NDBC	41005		6-meter NOMAD buoy	N	31.7	-79.7
NDBC	41006		6-meter NOMAD buoy	N	29.3	-77.4
NDBC	41007		3-meter discus buoy	N	34.2	-76.5
NDBC	41008	GRAYS REEF - 40 NM Southeast of Savannah, GA	3-meter discus buoy	N	31.4	-80.866
NDBC	41009	CANAVERAL 20 NM East of Cape Canaveral, FL	3-meter discus buoy	N	28.508	-80.185
NDBC	41010	CANAVERAL EAST - 120NM East of Cape Canaveral	2.1-meter ionomer foam buoy	N	28.86	-78.478
NDBC	41011		6-meter NOMAD buoy	N	28.2	-80.1
NDBC	41012	St. Augustine, FL 40NM ENE of St Augustine, FL	3-meter discus buoy	N	30.042	-80.534
NDBC	41013	Frying Pan Shoals, NC	3-meter discus buoy	N	33.436	-77.764
NDBC	41015		3-meter discus buoy	N	35.4	-75.3
NDBC	41016		12-meter discus buoy	N	24.6	-76.5
NDBC	41017		3-meter discus buoy	N	35.4	-75.1
NDBC	41018		3-meter discus buoy	N	15.0	-75.0
NDBC	41021	Olympic Northeast	3-meter discus buoy	N	31.92	-80.85
NDBC	41022	Olympic Southwest	3-meter discus buoy	N	31.89	-80.86
NDBC	41023	Olympic Southwest	3-meter discus buoy	N	31.92	-80.93
NDBC	41024	Sunset Nearshore, NC (SUN2)	Moored Buoy	CR	33.837	-78.477
NDBC	41025	Diamond Shoals, NC	3-meter foam buoy	N	35.026	-75.38
NDBC	41026	Forro	Atlas Buoy	PR	12.0	-38.0
NDBC	41027	Sunset Mid-Shelf (SUN 3)	Offshore Buoy	A	33.302	-78.137
NDBC	41029	Capers Nearshore, SC (CAP2)	Moored Buoy	CR	32.803	-79.624
NDBC	41030	Capers Mid-Shelf (CAP 3)	Offshore Buoy	A	32.52	-79.34
NDBC	41033	Fripp Nearshore, SC (FRP2)	Moored Buoy	CR	32.279	-80.406
NDBC	41035	Onslow Bay Inner, NC	3-meter discus buoy	N	34.476	-77.28
NDBC	41036	Onslow Bay Outer, NC	3-meter discus buoy	N	34.207	-76.949
NDBC	41037	Wrightsville Beach Offshore, NC (ILM3)	Moored Buoy	CR	33.988	-77.362
NDBC	41038	Wrightsville Beach Nearshore, NC (ILM2)	Moored Buoy	CR	34.141	-77.715
NDBC	41040	NORTH EQUATORIAL ONE- 470 NM East of Martinique	3-meter foam buoy	N	14.568	-53.037
NDBC	41041	NORTH EQUATORIAL TWO - 890 NM East of Martinique	2.1-meter ionomer foam buoy	N	14.259	-46.052
NDBC	41043	NE PUERTO RICO - 170 NM NNE of San Juan, PR	3-meter foam buoy	N	21.09	-64.864
NDBC	41044	NE ST MARTIN - 330 NM NE St Martin Is	3-meter discus buoy	N	21.582	-58.63
NDBC	41046	EAST BAHAMAS - 335 NM East of San Salvador Is,  Bahamas	3-meter foam buoy	N	23.84	-68.34
NDBC	41047	NE BAHAMAS - 350 NM ENE of Nassau, Bahamas	3-meter foam buoy	N	27.557	-71.48
NDBC	41048	WEST BERMUDA - 240 NM West of Bermuda	3-meter foam buoy	N	31.878	-69.722
NDBC	41049	SOUTH BERMUDA - 300 NM SSE of Bermuda	3-meter foam buoy	N	27.505	-62.271
NDBC	41051	South of St. Thomas, VI	Moored Buoy	CI	18.257	-65.004
NDBC	41052	South of St. John, VI	Moored Buoy	CI	18.249	-64.763
NDBC	41053	San Juan, PR	Moored Buoy	CI	18.474	-66.099
NDBC	41056	Vieques Island, PR	Moored Buoy	CI	18.261	-65.464
NDBC	41057	Puerto Plata, DO	Moored Buoy	IC	19.833	-70.731
NDBC	41058	North of St. Thomas, VI	Moored Buoy	CI	18.476	-65.157
NDBC	41060	Woods Hole Northwest Tropical Atlantic Wave Station	2.4-meter discus buoy	WH	14.824	-51.017
NDBC	41061	Woods Hole SPURS Wave Station	2.4-meter discus buoy	WH	24.581	-38.0
NDBC	41062	Hatteras Bay (B1)	Buoy	UB	35.778	-75.095
NDBC	41063	Raleigh Bay (B2)	Buoy	UB	34.782	-75.941
NDBC	41064	Onslow Bay Outer, NC (LEJ3)	Moored Buoy	CR	34.207	-76.949
NDBC	41065	Capers Nearshore Waves (CAP2WAVE)	Moored Buoy	CR	32.802	-79.619
NDBC	41066	CHR60	Moored Buoy	CR	32.536	-79.656
NDBC	41067	FRP2WAVE	Moored Buoy	CR	32.276	-80.406
NDBC	41068	Fort Pierce, FL (FTP)	Moored Buoy	CR	27.593	-80.189
NDBC	41069	Ponce de Leon Inlet, FL (PNC)	Moored Buoy	CR	29.289	-80.803
NDBC	41070	Ponce de Leon Inlet Waves (PNCWAVE)	Moored Buoy	CR	29.289	-80.803
NDBC	41076	CHR60WAVE	Moored Buoy	CR	32.536	-79.659
NDBC	41082	OOI Pioneer - Mid-Atlantic Bight Central Surface Mooring	Moored Buoy	OO	35.95	-75.125
NDBC	41083	OOI Pioneer - Mid-Atlantic Bight Southern Surface Mooring	Moored Buoy	OO	35.725	-74.853
NDBC	41096	North of Guadeloupe	Buoy	F	16.533	-61.404
NDBC	41097	Fort-de-France, Martinique	Buoy	F	14.48	-61.096
NDBC	41098	North of Martinique	Buoy	F	14.894	-61.113
NDBC	41100	East of Guadeloupe	Buoy	F	15.9	-57.883
NDBC	41101	East of Martinique	Buoy	F	14.6	-56.201
NDBC	41108	Wilmington Harbor, NC - (200)	Waverider Buoy	R	33.719	-78.016
NDBC	41109	New River Inlet, NC - (190)	Waverider Buoy	R	34.484	-77.3
NDBC	41110	Masonboro Inlet, ILM2, NC (150)	Waverider Buoy	CR	34.144	-77.715
NDBC	41112	Offshore Fernandina Beach, FL (132)	Waverider Buoy	R	30.709	-81.292
NDBC	41113	Cape Canaveral Nearshore, FL (143)	Waverider Buoy	R	28.4	-80.533
NDBC	41114	Fort Pierce, FL (134)	Waverider Buoy	R	27.552	-80.216
NDBC	41115	Rincon, Puerto Rico (181)	Waverider Buoy	CI	18.376	-67.28
NDBC	41116	Oculina Bank North, FL (227)	Waverider Buoy	R	28.523	-80.188
NDBC	41117	St. Augustine, FL (194)	Waverider Buoy	AC	29.999	-81.079
NDBC	41118	Chester Shoal, FL (228)	Waverider Buoy	R	28.609	-80.59
NDBC	41119	Sunset Beach, NC - (245)	Waverider Buoy	CR	33.842	-78.483
NDBC	41120	Cape Hatteras East, NC (250)	Waverider Buoy	R	35.258	-75.285
NDBC	41121	Arecibo, Puerto Rico (249)	Waverider Buoy	CI	18.491	-66.701
NDBC	41122	Hollywood Beach, FL (265)	Waverider Buoy	R	26.001	-80.096
NDBC	41139		Atlas Buoy	PR	20.0	-38.0
NDBC	41140	Christiansted, St. Croix, Virgin Islands	Waverider Buoy	R	17.769	-64.723
NDBC	41141	Fareham, St. Croix, Virgin Islands	Waverider Buoy	R	17.684	-64.635
NDBC	41159	Onslow Bay Outer, NC (217)	Waverider Buoy	CR	34.211	-76.944
NDBC	41193	Puerto Bolivar, Colombia	Offshore Buoy	DC	12.351	-72.218
NDBC	41194	Barranquilla, Colombia	Offshore Buoy	DC	11.161	-74.681
NDBC	41300	West Indies		F	15.85	-57.467
NDBC	41420	NORTH SANTO DOMINGO - 328NM NNE of Santo Domingo, DO	2.6-meter discus buoy	N	23.433	-67.386
NDBC	41421	NORTH ST THOMAS - 300 NM North of St Thomas, Virgin Is	2.6-meter discus buoy	N	23.44	-63.834
NDBC	41424	EAST CHARLESTON - 370 NM East of Charleston, SC	2.6-meter discus buoy	N	33.0	-72.66
NDBC	41425	SOUTHWEST BERMUDA - 200 NM SSW of Hamilton, Bermuda	2.6 meter DART buoy	N	28.639	-65.774
NDBC	41554		Drifting Buoy	AO	18.078	-64.743
NDBC	41670		Drifting Buoy	AO	24.71	-28.42
NDBC	41852		Drifting Buoy	AO	23.24	-24.02
NDBC	41904		Drifting Buoy	AO	3.017	90.9
NDBC	41933		Drifting Buoy	AO	44.95	-12.8
NDBC	41a46	EAST BAHAMAS - 335 NM East of San Salvador Is, Bahamas backup	6-meter NOMAD buoy	N	23.838	-68.333
NDBC	41b41	NORTH EQUATORIAL TWO - 890 NM East of Martinique	6-meter NOMAD buoy	N	14.329	-46.082
NDBC	41d20	Adrift from 41420	2.6 meter DART buoy	N	23.375	-67.345
NDBC	41nt0	NTAS - Northwest Tropical Atlantic	Ocean Reference Station	WH	15.0	-51.0
NDBC	41s43	170 NM NNE of San Juan, PR (SCP12)	2.3-meter foam discus buoy	N	21.132	-64.856
NDBC	41s46	335 NM East of San Salvador Is, Bahamas (SCP10)	2.3-meter foam discus buoy	N	23.866	-68.481
NDBC	41x01	Adrift from 41001, 150nm E of Cape Hatteras	3-meter foam buoy	N	34.502	-72.522
NDBC	41x24	370 NM East of Charleston, SC	2.6-meter discus buoy	N	32.93	-72.497
NDBC	41x40	Adrift buoy from 41040	3-meter discus buoy	N	14.536	-53.136
NDBC	41x46	Adrift buoy from 41046	3-meter discus buoy	N	23.822	-68.384
NDBC	41y10	Adrift hull from 41010	3-meter discus buoy	N	28.88	-78.48
NDBC	42001	MID GULF - 180 nm South of Southwest Pass, LA	3-meter foam buoy	N	25.922	-89.638
NDBC	42002	WEST GULF - 207 NM East of Brownsville, TX	3-meter foam buoy	N	25.95	-93.78
NDBC	42003	East GULF - 208 NM West of Naples, FL	2.1-meter ionomer foam buoy	N	25.925	-85.616
NDBC	42004		12-meter discus buoy	N	27.5	-85.5
NDBC	42005		12-meter discus buoy	N	30.0	-85.9
NDBC	42006		6-meter NOMAD buoy	N	26.5	-96.0
NDBC	42007	BILOXI - 22 NM SSE of Biloxi, MS	3-meter discus buoy	N	30.09	-88.769
NDBC	42008		Platform BTA	N	28.7	-95.3
NDBC	42009		10-meter discus buoy	N	29.3	-87.5
NDBC	42010		Platform BTA	N	29.7	-93.4
NDBC	42011		Platform BTA	N	29.7	-93.5
NDBC	42012	ORANGE BEACH - 44 NM SE of Mobile, AL	3-meter discus buoy	N	30.061	-87.547
NDBC	42013	C10 - WFS Central Buoy, 25m Isobath	Offshore Buoy	P	27.173	-82.924
NDBC	42014	C17 - W. FL Sea-Coos	Offshore Buoy	P	25.254	-82.22
NDBC	42015		3-meter discus buoy	N	30.1	-88.2
NDBC	42016		3-meter discus buoy	N	30.2	-88.1
NDBC	42017		3-meter discus buoy	N	27.9	-90.9
NDBC	42018		3-meter discus buoy	N	30.0	-88.2
NDBC	42019	FREEPORT, TX - 60 NM South of Freeport, TX	2.1-meter ionomer foam buoy	N	27.908	-95.343
NDBC	42020	CORPUS CHRISTI, TX - 60NM SSE of Corpus Christi, TX	3-meter discus buoy	N	26.97	-96.679
NDBC	42021	C14 - Pasco County Buoy, FL	Offshore Buoy	P	28.311	-83.306
NDBC	42022	C12 - WFS Central Buoy, 50m Isobath	Offshore Buoy	P	27.505	-83.741
NDBC	42023	C13 - WFS South Buoy, 50m Isobath	Offshore Buoy	P	26.01	-83.086
NDBC	42024	C16 - W. FL MERHAB	Offshore Buoy	P	27.464	-84.219
NDBC	42025		1.8-meter discus buoy	N	24.9	-80.4
NDBC	42026	C22 - Loop Current Pressure Point Buoy, 70m Isobath	Offshore Buoy	P	25.171	-83.475
NDBC	42027	C23 - FLRACEP nWFS Buoy, 45m isobath	Moored Buoy	P	29.045	-85.305
NDBC	42028	C24 - FLRACEP nWFS Buoy, 58m isobath	Moored Buoy	P	29.745	-86.227
NDBC	42031	West End CP, AL	Moored Buoy	DI	30.09	-88.212
NDBC	42035	GALVESTON,TX -  22 NM East of Galveston, TX	3-meter foam buoy	N	29.235	-94.41
NDBC	42036	WEST TAMPA  - 112 NM WNW of Tampa, FL	3-meter discus buoy	N	28.5	-84.505
NDBC	42037		2.4-meter discus buoy	N	24.5	-81.4
NDBC	42038	North Mid Gulf of America	3-meter discus buoy	N	27.421	-92.555
NDBC	42039	PENSACOLA - 115NM SSE of Pensacola, FL	2.1-meter ionomer foam buoy	N	28.768	-86.024
NDBC	42040	LUKE OFFSHORE TEST PLATFORM - 63 NM South of Dauphin Island, AL	3-meter foam buoy	N	29.207	-88.237
NDBC	42041	North Mid Gulf 110NM South of Grand Isle, LA	3-meter discus buoy	N	27.504	-90.462
NDBC	42042	Pascagoula	3-meter discus buoy	N	29.88	-88.32
NDBC	42043	TGLO TABS Buoy B	TABS II	T	28.982	-94.899
NDBC	42044	TGLO TABS Buoy J	TABS II	T	26.191	-97.051
NDBC	42045	TGLO TABS Buoy K	TABS II	T	26.217	-96.5
NDBC	42046	GERG Flower Gardens Buoy N	TABS II	T	27.89	-94.037
NDBC	42047	GERG Flower Gardens Buoy V	TABS II	T	27.897	-93.597
NDBC	42048	TABS D	TABS II	T	27.939	-96.843
NDBC	42049	TABS W	TABS II	T	28.351	-96.006
NDBC	42050	TABS F	TABS II	T	28.842	-94.242
NDBC	42051	TABS R	TABS II	T	29.635	-93.642
NDBC	42053	Pascagoula South	12-meter discus buoy	N	29.55	-88.5
NDBC	42054	East Gulf	12-meter discus buoy	N	26.0	-87.73
NDBC	42055	BAY OF CAMPECHE - 214 NM NE of Veracruz, MX	3-meter foam buoy	N	22.14	-94.112
NDBC	42056	Yucatan Basin - 120 NM ESE of Cozumel, MX	3-meter foam buoy	N	19.82	-84.98
NDBC	42057	Western Caribbean - 195 NM WSW of Negril, Jamaica	3-meter discus buoy	N	16.975	-81.578
NDBC	42058	Central Caribbean - 210 NM SSE of Kingston, Jamaica	3-meter foam buoy	N	14.114	-75.949
NDBC	42059	Eastern Caribbean Sea - 180 NM SSW of Ponce, PR	3-meter foam buoy	N	15.255	-67.621
NDBC	42060	Caribbean Valley - 63 NM WSW of Montserrat	3-meter foam buoy	N	16.428	-63.21
NDBC	42065	Near 42058 Central Caribbean	2.3-meter NOOSS buoy	N	14.926	-75.046
NDBC	42066	USM-R2	Buoy	US	30.216	-89.183
NDBC	42067	USM-R1	2.2-meter buoy	US	30.05	-88.583
NDBC	42078	Big Pine Key, FL (237)	Waverider Buoy	AC	24.5	-81.251
NDBC	42079	Bahia Honda Key, FL (242)	Waverider Buoy	AC	24.535	-81.242
NDBC	42080	Offshore Sand Key, FL	1.8-meter discus buoy	N	24.396	-81.934
NDBC	42084	Southwest Pass Entrance W, LA (256)	Waverider Buoy	R	28.988	-89.649
NDBC	42085	Southeast of Ponce, PR	Moored Buoy	CI	17.87	-66.537
NDBC	42087	Buccoo Reef, Buccoo Marine Park, TT	Moored Buoy	IC	11.185	-60.848
NDBC	42088	Angel Reef, TT	2.5-meter ODAS buoy	IC	11.301	-60.521
NDBC	42089	Little Cayman Research Center, CYM	Moored Buoy	IC	19.699	-80.061
NDBC	42090	Catuan Wreck, Boca Chica, DR	Moored Buoy	IC	18.432	-69.58
NDBC	42091	Trinity Shoal, LA (255)	Waverider Buoy	R	29.088	-92.505
NDBC	42092	Aransas Pass Channel Entrance S, TX (252)	Waverider Buoy	BI	27.639	-97.012
NDBC	42093	Grand Isle Outer, LA (247)	Waverider Buoy	AC	29.017	-89.832
NDBC	42094	Grand Isle, LA (246)	Waverider Buoy	R	29.085	-89.907
NDBC	42095	Satan Shoal, FL (244)	Waverider Buoy	AC	24.407	-81.968
NDBC	42097	Pulley Ridge, FL (226)	Waverider Buoy	AC	25.704	-83.654
NDBC	42098	Egmont Channel Entrance, FL (214)	Waverider Buoy	TB	27.59	-82.931
NDBC	42099	Offshore St. Petersburg, FL (144)	Waverider Buoy	R	27.352	-84.275
NDBC	42354	Chandeleur Island SE, LA (279)	Waverider Buoy	R	29.579	-88.643
NDBC	42357	DISL Sofar Spotter	Spotter Buoy	DI	30.092	-88.212
NDBC	42358	FGBNMS Sofar Spotter	Spotter Buoy	FG	27.874	-93.815
NDBC	42407	SOUTH PUERTO RICO - 230 NM Southwest of San Juan, PR	2.6-meter discus buoy	N	15.276	-68.191
NDBC	42408	EAST GULF of AMERICA - 225NM WNW of Loggerhead Key, FL	2.6-meter discus buoy	N	25.2	-87.0
NDBC	42409	GULF OF AMERICA - 247 NM South of New Orleans, LA	2.6-meter discus buoy	N	25.797	-89.288
NDBC	42429	DART WAVE GLIDER STATION		N	27.401	-85.671
NDBC	42430	DART Test Station	Test station	N	27.0	-86.0
NDBC	42501	SD 1042 - 180 nm South of Southwest Pass, LA (Site of 42001)	Uncrewed Surface Vehicle	N	25.942	-89.657
NDBC	42503	SD 1036 - 208 NM West of Naples, FL (Site of 42003)	Uncrewed Surface Vehicle	N	25.925	-85.615
NDBC	42534	Moored Drifter	Drifting Buoy	N	29.643	-93.839
NDBC	42d09	Adrift buoy from 42409	2.6 meter DART buoy	N	25.911	-89.264
NDBC	42x60	Caribbean Valley - 63 NM WSW of Montserrat	3-meter foam buoy	N	16.406	-63.188
NDBC	43010	Woods Hole Spurs Wave Station	2.4-meter discus buoy	WH	10.051	-125.032
NDBC	43412	SOUTHWEST MANZANILLO - 240 NM SW of Manzanillo, MX	2.6-meter discus buoy	N	16.02	-107.0
NDBC	43413	SOUTH ACAPULCO - 360NM South of Acapulco, MX	2.6-meter discus buoy	N	10.927	-100.012
NDBC	44001		6-meter NOMAD buoy	N	38.7	-73.6
NDBC	44003		6-meter NOMAD buoy	N	40.8	-68.5
NDBC	44004	HOTEL 200NM East of Cape May,NJ	6-meter NOMAD buoy	N	38.484	-70.433
NDBC	44005	GULF OF MAINE - 78 NM East of Portsmouth, NH	3-meter discus buoy	N	43.201	-69.127
NDBC	44006		3-meter discus buoy	N	36.3	-75.4
NDBC	44007	PORTLAND - 12 NM Southeast of Portland,ME	3-meter discus buoy	N	43.525	-70.14
NDBC	44008	NANTUCKET 54 NM Southeast of Nantucket	3-meter discus buoy	N	40.5	-69.254
NDBC	44009	DELAWARE BAY 26 NM Southeast of Cape May, NJ	3-meter discus buoy	N	38.46	-74.692
NDBC	44010		3-meter discus buoy	N	36.9	-75.7
NDBC	44011	GEORGES BANK 170 NM East of Hyannis, MA	3-meter foam buoy	N	41.088	-66.546
NDBC	44012		USCG Large Navigational Buoy	N	38.8	-74.6
NDBC	44013	BOSTON 16 NM East of Boston, MA	2.1-meter ionomer foam buoy	N	42.346	-70.651
